Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount
2579,08/04/2006,3,5,4,3,6,1,0,0,0,0,4,3,26664,6666,49,14,32634,666,554,147,36564,66,5326,1551,35151.6,6.6
2577,01/04/2006,7,1,8,0,5,5,0,0,0,0,5,3,33330,6666,42,7,27972,666,403,109,26598,66,4206,1145,27759.6,6.6
2575,25/03/2006,3,1,0,5,9,8,0,0,0,0,6,3,39996,6666,55,13,36630,666,472,116,31152,66,4332,1205,28591.2,6.6
2573,18/03/2006,1,0,5,9,3,8,0,0,0,0,5,1,33330,6666,31,13,20646,666,437,132,28842,66,4378,1183,28894.8,6.6
2571,11/03/2006,6,7,8,0,0,7,0,0,0,0,8,4,175022.8,21877.85,44,13,29304,666,448,126,29568,66,4566,1248,30135.6,6.6
2569,04/03/2006,5,7,9,7,9,1,0,0,0,0,3,0,19998,6666,46,10,30636,666,431,122,28446,66,4507,1235,29746.2,6.6
2567,25/02/2006,7,1,8,0,3,3,0,0,0,0,4,0,26664,6666,41,10,27306,666,417,112,27522,66,4448,1257,29356.8,6.6
2565,18/02/2006,5,1,5,7,9,4,0,0,0,0,5,2,33330,6666,56,20,37296,666,540,151,35640,66,5361,1512,35382.6,6.6
2563,11/02/2006,6,6,3,3,5,1,0,0,0,0,7,3,46662,6666,30,10,19980,666,472,141,31152,66,4460,1210,29436,6.6
2561,04/02/2006,5,5,0,4,2,0,0,0,0,0,6,0,159776.1,26629.35,48,10,31968,666,449,124,29634,66,4550,1261,30030,6.6
2559,28/01/2006,2,1,8,6,7,9,0,0,0,0,9,2,59994,6666,40,11,26640,666,394,112,26004,66,4353,1241,28729.8,6.6
2557,21/01/2006,5,3,7,0,0,2,0,0,0,0,3,0,19998,6666,44,14,29304,666,440,114,29040,66,4457,1259,29416.2,6.6
2555,14/01/2006,3,7,2,0,2,3,0,0,0,0,3,2,19998,6666,36,7,23976,666,428,127,28248,66,4335,1210,28611,6.6
2553,07/01/2006,3,1,5,4,3,7,0,0,0,0,6,0,39996,6666,40,17,26640,666,447,124,29502,66,4218,1155,27838.8,6.6
2551,31/12/2005,0,0,0,1,3,5,1,0,167116,167116,7,4,46662,6666,48,9,31968,666,755,197,49830,66,7327,1879,48358.2,6.6
2549,24/12/2005,7,0,2,4,3,9,0,0,0,0,6,2,39996,6666,42,8,27972,666,495,123,32670,66,4527,1263,29878.2,6.6
2547,17/12/2005,1,4,7,0,2,3,0,0,97661.21,0,3,1,19998,6666,42,10,27972,666,388,109,25608,66,4568,1205,30148.8,6.6
2545,10/12/2005,4,7,8,5,3,0,0,0,61414.33,0,11,3,73326,6666,48,11,31968,666,407,117,26862,66,4308,1164,28432.8,6.6
2543,03/12/2005,7,4,3,9,1,9,0,0,44748.33,0,1,1,6666,6666,42,9,27972,666,478,118,31548,66,4570,1245,30162,6.6
2541,26/11/2005,7,0,1,6,7,9,0,0,0,0,3,0,163504.5,54501.5,51,14,33966,666,456,127,30096,66,4561,1229,30102.6,6.6
2539,19/11/2005,7,4,6,8,7,3,0,0,114123.42,0,4,1,26664,6666,40,11,26640,666,466,129,30756,66,4493,1288,29653.8,6.6
2537,12/11/2005,5,1,0,1,0,9,0,0,84185.4,0,3,1,19998,6666,58,13,38628,666,473,115,31218,66,4370,1184,28842,6.6
2535,05/11/2005,4,2,0,8,6,0,0,0,61105.55,0,3,0,19998,6666,50,21,33300,666,566,163,37356,66,5473,1521,36121.8,6.6
2533,29/10/2005,3,2,9,3,9,9,0,0,16666,0,6,1,39996,6666,47,13,31302,666,449,120,29634,66,4380,1176,28908,6.6
2531,22/10/2005,1,8,6,8,1,9,1,0,98376.1,98376.1,8,3,53328,6666,49,13,32634,666,465,121,30690,66,4759,1278,31409.4,6.6
2529,15/10/2005,2,7,5,8,8,7,0,0,81710.06,0,4,2,26664,6666,47,18,31302,666,488,144,32208,66,4588,1280,30280.8,6.6
2527,08/10/2005,4,0,7,6,4,5,0,0,59723.83,0,5,1,33330,6666,44,12,29304,666,422,128,27852,66,4640,1272,30624,6.6
2525,01/10/2005,2,3,8,2,4,1,0,0,36489.88,0,5,1,33330,6666,45,11,29970,666,445,122,29370,66,4665,1269,30789,6.6
2523,24/09/2005,5,7,3,5,0,4,0,0,16666,0,8,2,53328,6666,46,14,30636,666,432,130,28512,66,4678,1332,30874.8,6.6
2521,17/09/2005,2,8,7,7,7,2,0,0,0,0,6,2,157070.4,26178.4,54,12,35964,666,527,171,34782,66,5517,1563,36412.2,6.6
2519,10/09/2005,3,3,8,3,3,4,0,0,90993.35,0,5,1,33330,6666,49,13,32634,666,496,116,32736,66,4850,1256,32010,6.6
2517,03/09/2005,9,1,8,0,1,5,0,0,16666,0,8,1,53328,6666,37,14,24642,666,496,125,32736,66,4685,1238,30921,6.6
2515,27/08/2005,0,5,9,3,3,5,0,0,20059.67,0,5,0,33330,6666,45,12,29970,666,480,125,31680,66,4633,1324,30577.8,6.6
2513,20/08/2005,2,5,5,5,8,9,0,0,31234.38,0,2,0,13332,6666,60,23,39960,666,442,142,29172,66,4652,1294,30703.2,6.6
2511,13/08/2005,6,7,6,9,6,9,1,0,16666,16666,8,3,53328,6666,42,15,27972,666,445,121,29370,66,4633,1292,30577.8,6.6
2509,06/08/2005,2,8,9,7,5,4,0,0,0,0,5,1,167127.75,33425.55,40,7,26640,666,440,118,29040,66,4650,1307,30690,6.6
2507,30/07/2005,1,3,9,9,3,9,0,0,106197.54,0,7,3,46662,6666,65,27,43290,666,577,160,38082,66,5820,1702,38412,6.6
2505,23/07/2005,6,7,5,0,1,0,0,0,89531.54,0,4,3,26664,6666,49,12,32634,666,463,153,30558,66,4630,1323,30558,6.6
2503,16/07/2005,0,6,5,2,2,2,0,0,64910.6,0,5,1,33330,6666,38,11,25308,666,470,126,31020,66,4659,1252,30749.4,6.6
2501,09/07/2005,9,0,9,3,0,8,0,0,40155.94,0,2,0,13332,6666,46,10,30636,666,455,118,30030,66,4496,1235,29673.6,6.6
2499,02/07/2005,7,7,6,1,4,1,1,1,16666,16666,7,3,46662,6666,50,10,33300,666,463,119,30558,66,4687,1223,30934.2,6.6
2497,25/06/2005,2,5,9,0,4,2,1,0,35476.6,35476.6,2,1,13332,6666,54,11,35964,666,455,109,30030,66,4606,1234,30399.6,6.6
2495,18/06/2005,2,7,8,4,9,1,1,0,61368.5,61368.5,6,1,39996,6666,34,12,22644,666,518,131,34188,66,4615,1297,30459,6.6
2493,11/06/2005,2,4,6,6,5,9,0,0,41684.84,0,4,1,26664,6666,43,13,28638,666,515,142,33990,66,4652,1279,30703.2,6.6
2491,04/06/2005,2,4,4,2,3,3,0,0,16666,0,8,0,53328,6666,58,14,38628,666,572,172,37752,66,6018,1727,39718.8,6.6
2489,28/05/2005,1,2,9,2,2,1,1,0,61288.75,61288.75,3,1,19998,6666,49,16,32634,666,455,120,30030,66,4664,1253,30782.4,6.6
2487,21/05/2005,8,3,4,4,1,0,0,0,29543.39,0,3,0,19998,6666,52,14,34632,666,469,136,30954,66,4681,1315,30894.6,6.6
2485,14/05/2005,4,3,7,3,2,9,1,0,90530.15,90530.15,5,1,33330,6666,54,9,35964,666,460,109,30360,66,4824,1248,31838.4,6.6
2483,07/05/2005,7,2,9,6,0,0,0,0,70811.56,0,5,0,33330,6666,30,10,19980,666,492,139,32472,66,4802,1330,31693.2,6.6
2481,30/04/2005,5,1,5,5,9,8,0,0,36094.95,0,2,0,13332,6666,53,12,35298,666,456,127,30096,66,4821,1327,31818.6,6.6
2479,23/04/2005,4,6,4,4,1,3,0,0,0,0,4,1,216317.8,54079.45,58,14,38628,666,452,122,29832,66,4803,1310,31699.8,6.6
2477,16/04/2005,5,7,4,7,8,2,0,0,164413.9,0,3,0,19998,6666,41,9,27306,666,459,127,30294,66,4569,1255,30155.4,6.6
2475,09/04/2005,5,9,4,0,8,2,0,0,123814.12,0,3,0,19998,6666,68,16,45288,666,610,164,40260,66,5922,1699,39085.2,6.6
2473,02/04/2005,1,5,3,5,5,8,0,0,86209.65,0,1,0,6666,6666,37,6,24642,666,462,137,30492,66,4655,1283,30723,6.6
2471,26/03/2005,7,3,3,9,0,5,0,0,32947.96,0,4,1,26664,6666,44,11,29304,666,435,118,28710,66,4506,1262,29739.6,6.6
2469,19/03/2005,3,7,7,7,5,9,1,1,25188.55,25188.55,9,1,59994,6666,49,11,32634,666,453,119,29898,66,4592,1243,30307.2,6.6
2467,12/03/2005,7,2,6,9,3,3,0,0,5427.17,0,10,1,66660,6666,56,15,37296,666,511,152,33726,66,4834,1346,31904.4,6.6
2465,05/03/2005,5,9,3,2,1,8,0,0,25188.55,0,4,0,26664,6666,53,16,35298,666,455,132,30030,66,4778,1329,31534.8,6.6
2463,26/02/2005,6,4,8,9,8,4,0,0,0,0,6,2,188197.5,31366.25,54,16,35964,666,458,138,30228,66,4881,1323,32214.6,6.6
2461,19/02/2005,8,0,9,8,1,9,0,0,131535.39,0,3,1,19998,6666,61,14,40626,666,577,169,38082,66,5731,1593,37824.6,6.6
2459,12/02/2005,3,6,5,5,6,6,0,0,87394.24,0,6,0,39996,6666,49,16,32634,666,474,140,31284,66,4844,1366,31970.4,6.6
2457,05/02/2005,2,0,2,4,7,2,0,0,72992.01,0,1,0,6666,6666,57,24,37962,666,478,135,31548,66,4653,1234,30709.8,6.6
2455,29/01/2005,5,4,7,0,5,2,0,0,30562.99,0,4,0,26664,6666,40,11,26640,666,520,143,34320,66,4848,1368,31996.8,6.6
2453,22/01/2005,0,3,9,3,6,4,0,0,0,0,5,2,215715,43143,53,14,35298,666,485,146,32010,66,4819,1395,31805.4,6.6
2451,15/01/2005,4,6,1,5,8,1,0,0,162152.93,0,3,0,19998,6666,52,14,34632,666,501,162,33066,66,4806,1373,31719.6,6.6
2449,08/01/2005,9,7,5,7,5,8,0,0,130034.96,0,4,4,26664,6666,49,21,32634,666,470,124,31020,66,4624,1251,30518.4,6.6
2447,31/12/2004,5,2,1,2,2,7,0,0,102074.08,0,4,1,26664,6666,66,15,43956,666,709,179,46794,66,7214,1882,47612.4,6.6
2445,25/12/2004,1,2,0,5,2,3,0,0,40393.09,0,3,1,19998,6666,41,12,27306,666,468,117,30888,66,4784,1291,31574.4,6.6
2443,18/12/2004,1,8,9,3,2,5,1,1,124918.9,124918.9,2,1,13332,6666,46,8,30636,666,475,135,31350,66,4841,1333,31950.6,6.6
2441,11/12/2004,2,9,4,9,8,9,0,0,78519.31,0,2,2,13332,6666,49,9,32634,666,469,150,30954,66,4832,1306,31891.2,6.6
2439,04/12/2004,9,7,4,6,6,4,0,0,37045.01,0,2,0,13332,6666,59,13,39294,666,449,113,29634,66,4951,1407,32676.6,6.6
2437,27/11/2004,7,0,5,0,2,3,1,0,102040.17,102040.17,3,2,19998,6666,46,17,30636,666,465,144,30690,66,4952,1379,32683.2,6.6
2435,20/11/2004,2,5,6,9,0,3,0,0,61230.59,0,3,1,19998,6666,44,13,29304,666,478,121,31548,66,5016,1419,33105.6,6.6
2433,13/11/2004,0,8,7,4,0,2,0,0,18602.09,0,6,0,39996,6666,50,17,33300,666,478,135,31548,66,4770,1333,31482,6.6
2431,06/11/2004,3,1,0,4,9,3,0,0,0,0,3,1,187726.83,62575.61,74,24,49284,666,650,187,42900,66,6389,1787,42167.4,6.6
2429,30/10/2004,2,3,9,0,1,9,0,0,120044.96,0,4,3,26664,6666,48,12,31968,666,521,136,34386,66,5143,1404,33943.8,6.6
2427,23/10/2004,5,4,8,3,1,6,0,0,89881.39,0,8,1,53328,6666,54,13,35964,666,519,145,34254,66,5452,1388,35983.2,6.6
2425,16/10/2004,5,9,9,2,8,5,0,0,73215.39,0,5,2,33330,6666,58,16,38628,666,495,145,32670,66,5083,1436,33547.8,6.6
2423,09/10/2004,1,6,6,6,8,3,0,0,56285.69,0,0,0,0,0,47,16,31302,666,536,131,35376,66,5028,1329,33184.8,6.6
2421,02/10/2004,8,9,9,9,4,5,1,0,27769.64,27769.64,4,1,26664,6666,54,17,35964,666,505,131,33330,66,4906,1357,32379.6,6.6
2419,25/09/2004,4,6,6,0,2,6,1,0,75160.97,75160.97,5,1,33330,6666,40,14,26640,666,510,146,33660,66,5035,1396,33231,6.6
2417,18/09/2004,2,7,9,3,5,9,0,0,44324.25,0,6,0,39996,6666,64,20,42624,666,644,183,42504,66,6234,1728,41144.4,6.6
2415,11/09/2004,1,7,3,8,6,7,0,0,16666,0,6,4,39996,6666,55,13,36630,666,558,152,36828,66,5389,1403,35567.4,6.6
2413,04/09/2004,7,3,9,6,2,6,2,1,33332,16666,6,2,39996,6666,51,21,33966,666,512,137,33792,66,5158,1373,34042.8,6.6
2411,28/08/2004,7,1,4,0,1,8,0,0,0,0,7,1,145948.32,20849.76,50,14,33300,666,459,146,30294,66,5107,1383,33706.2,6.6
2409,21/08/2004,4,2,6,3,2,4,0,0,81052.21,0,6,2,39996,6666,51,15,33966,666,518,133,34188,66,5139,1358,33917.4,6.6
2407,14/08/2004,0,6,1,3,5,2,0,0,63475.47,0,7,2,46662,6666,49,16,32634,666,501,143,33066,66,5093,1374,33613.8,6.6
2405,07/08/2004,2,4,8,3,2,5,0,0,46809.47,0,9,1,59994,6666,44,13,29304,666,471,116,31086,66,5112,1385,33739.2,6.6
2403,31/07/2004,4,9,1,3,4,0,0,0,30143.47,0,6,0,39996,6666,70,24,46620,666,614,192,40524,66,6114,1742,40352.4,6.6
2401,24/07/2004,9,9,3,6,7,6,0,0,0,0,8,1,177003.2,22125.4,52,16,34632,666,514,154,33924,66,5271,1435,34788.6,6.6
2399,17/07/2004,4,7,1,5,1,9,0,0,107009.17,0,6,1,39996,6666,58,13,38628,666,527,133,34782,66,5357,1433,35356.2,6.6
2397,10/07/2004,5,9,6,6,5,5,0,0,90343.17,0,10,2,66660,6666,49,13,32634,666,509,135,33594,66,5294,1509,34940.4,6.6
2395,03/07/2004,2,3,3,5,9,6,0,0,73677.17,0,7,0,46662,6666,48,14,31968,666,519,147,34254,66,5173,1421,34141.8,6.6
2393,26/06/2004,9,1,7,4,6,4,0,0,57011.17,0,0,0,0,0,53,14,35298,666,513,129,33858,66,5059,1371,33389.4,6.6
2391,19/06/2004,4,3,8,9,1,6,1,0,107204.11,107204.11,8,2,53328,6666,42,12,27972,666,532,137,35112,66,5208,1443,34372.8,6.6
2389,12/06/2004,6,6,1,7,4,7,0,0,90538.11,0,8,3,53328,6666,40,7,26640,666,502,131,33132,66,4991,1344,32940.6,6.6
2387,05/06/2004,9,0,9,5,9,9,0,0,73872.11,0,6,1,39996,6666,62,21,41292,666,685,184,45210,66,6731,1930,44424.6,6.6
2385,29/05/2004,4,2,1,4,4,5,0,0,33806.76,0,3,0,19998,6666,53,13,35298,666,502,135,33132,66,5128,1358,33844.8,6.6
2383,22/05/2004,5,4,8,3,0,3,1,1,82712.78,82712.78,1,0,6666,6666,43,8,28638,666,496,129,32736,66,5022,1398,33145.2,6.6
2381,15/05/2004,6,6,1,2,1,7,0,0,25018.28,0,5,0,33330,6666,51,15,33966,666,513,138,33858,66,5169,1387,34115.4,6.6
2379,08/05/2004,3,9,3,4,5,1,1,1,16666,16666,10,3,66660,6666,51,13,33966,666,540,150,35640,66,4992,1345,32947.2,6.6
2377,01/05/2004,5,6,4,3,6,1,1,1,16666,16666,8,2,53328,6666,55,14,36630,666,519,135,34254,66,5064,1425,33422.4,6.6
2375,24/04/2004,5,6,2,5,6,2,1,0,152916.72,152916.72,4,2,26664,6666,54,15,35964,666,526,137,34716,66,5248,1424,34636.8,6.6
2373,17/04/2004,3,3,1,5,6,6,0,0,119962.72,0,1,1,6666,6666,48,12,31968,666,502,121,33132,66,5116,1349,33765.6,6.6
2371,10/04/2004,1,9,9,9,5,4,0,0,65543.38,0,5,1,33330,6666,37,11,24642,666,559,139,36894,66,5110,1313,33726,6.6
2369,03/04/2004,3,3,5,8,1,1,0,0,33455.59,0,7,1,46662,6666,76,15,50616,666,620,156,40920,66,6329,1709,41771.4,6.6
2367,27/03/2004,7,6,6,1,5,9,0,0,16666,0,8,2,53328,6666,59,16,39294,666,568,140,37488,66,4968,1359,32788.8,6.6
2365,20/03/2004,2,8,9,1,1,6,0,0,0,0,5,3,155510,31102,63,16,41958,666,489,138,32274,66,5085,1360,33561,6.6
2363,13/03/2004,4,5,5,0,5,2,0,0,102261.05,0,8,2,53328,6666,49,18,32634,666,505,139,33330,66,5171,1337,34128.6,6.6
2361,06/03/2004,2,1,2,8,8,3,0,0,85595.05,0,5,1,33330,6666,56,14,37296,666,529,136,34914,66,5080,1338,33528,6.6
2359,28/02/2004,5,8,4,3,3,9,0,0,66016.13,0,7,4,46662,6666,40,11,26640,666,486,120,32076,66,5030,1394,33198,6.6
2357,21/02/2004,0,5,9,2,7,4,0,0,44291.46,0,2,0,13332,6666,52,14,34632,666,494,125,32604,66,5095,1344,33627,6.6
2355,14/02/2004,5,2,3,2,7,0,0,0,0,0,3,0,200385.69,66795.23,66,24,43956,666,637,192,42042,66,6171,1691,40728.6,6.6
2353,07/02/2004,6,5,2,0,5,4,0,0,132453.39,0,2,1,13332,6666,53,13,35298,666,528,144,34848,66,5136,1295,33897.6,6.6
2351,31/01/2004,5,3,3,4,1,7,0,0,88931.68,0,5,1,33330,6666,61,7,40626,666,493,138,32538,66,5157,1394,34036.2,6.6
2349,24/01/2004,9,6,7,4,2,2,0,0,69293.98,0,7,3,46662,6666,60,14,39960,666,515,144,33990,66,5125,1332,33825,6.6
2347,17/01/2004,5,8,4,0,5,4,0,0,52627.98,0,1,0,6666,6666,48,14,31968,666,518,153,34188,66,5174,1434,34148.4,6.6
2345,10/01/2004,8,9,1,4,2,1,1,1,155410.54,155410.54,3,0,19998,6666,48,13,31968,666,482,122,31812,66,5173,1433,34141.8,6.6
2343,03/01/2004,1,6,7,1,1,8,0,0,113381.66,0,4,0,26664,6666,47,12,31302,666,484,130,31944,66,4943,1367,32623.8,6.6
2341,27/12/2003,5,2,8,9,0,7,0,0,78191.19,0,10,4,66660,6666,69,18,45954,666,839,207,55374,66,7890,1911,52074,6.6
2339,20/12/2003,9,6,7,3,3,3,0,0,48657.09,0,1,1,6666,6666,53,15,35298,666,520,128,34320,66,4949,1387,32663.4,6.6
2337,13/12/2003,4,4,7,9,9,3,2,1,82986.26,41493.13,5,1,33330,6666,41,8,27306,666,513,135,33858,66,5112,1406,33739.2,6.6
2335,06/12/2003,3,4,2,8,8,1,0,0,52148.22,0,3,0,19998,6666,28,7,18648,666,517,154,34122,66,5109,1390,33719.4,6.6
2333,29/11/2003,9,7,2,3,9,0,1,1,59910.37,59910.37,9,2,59994,6666,47,11,31302,666,481,130,31746,66,5106,1444,33699.6,6.6
2331,22/11/2003,2,3,9,2,5,6,0,0,43244.37,0,4,2,26664,6666,36,8,23976,666,509,139,33594,66,5146,1361,33963.6,6.6
2329,15/11/2003,7,9,3,0,1,9,0,0,0,0,3,0,159778.83,53259.61,55,14,36630,666,526,131,34716,66,5230,1426,34518,6.6
2327,08/11/2003,6,3,7,2,7,2,0,0,102170.24,0,6,2,39996,6666,68,18,45288,666,659,200,43494,66,6271,1733,41388.6,6.6
2325,01/11/2003,0,5,3,3,8,3,0,0,72933.08,0,8,0,53328,6666,58,12,38628,666,551,153,36366,66,5253,1385,34669.8,6.6
2323,25/10/2003,0,8,1,4,4,9,0,0,56267.08,0,6,1,39996,6666,48,13,31968,666,523,144,34518,66,5099,1357,33653.4,6.6
2321,18/10/2003,3,2,3,0,2,3,0,0,33419.19,0,4,0,26664,6666,50,12,33300,666,502,118,33132,66,5219,1422,34445.4,6.6
2319,11/10/2003,5,1,7,1,3,7,1,1,16666,16666,7,2,46662,6666,58,13,38628,666,554,161,36564,66,5058,1347,33382.8,6.6
2317,04/10/2003,2,0,2,6,9,8,0,0,0,0,7,2,189766.57,27109.51,65,13,43290,666,527,135,34782,66,5323,1387,35131.8,6.6
2315,27/09/2003,6,5,0,7,3,1,0,0,126438.51,0,10,1,66660,6666,64,12,42624,666,532,146,35112,66,5202,1352,34333.2,6.6
2313,20/09/2003,9,0,9,9,9,8,0,0,109772.51,0,2,0,13332,6666,71,20,47286,666,610,136,40260,66,6349,1743,41903.4,6.6
2311,13/09/2003,2,2,2,3,2,8,0,0,52263.1,0,8,0,53328,6666,67,17,44622,666,589,134,38874,66,5475,1291,36135,6.6
2309,06/09/2003,7,4,9,5,1,3,0,0,35597.1,0,4,2,26664,6666,54,7,35964,666,535,135,35310,66,5268,1343,34768.8,6.6
2307,30/08/2003,3,1,4,2,7,5,1,0,78560.07,78560.07,1,0,6666,6666,55,18,36630,666,561,161,37026,66,5214,1329,34412.4,6.6
2305,23/08/2003,0,1,5,9,5,2,0,0,28965.91,0,5,3,33330,6666,50,11,33300,666,490,121,32340,66,5092,1336,33607.2,6.6
2303,16/08/2003,4,9,6,4,4,5,1,0,60771.55,60771.55,3,2,19998,6666,52,13,34632,666,490,135,32340,66,5280,1358,34848,6.6
2301,09/08/2003,9,7,6,5,9,7,0,0,16666,0,8,1,53328,6666,42,19,27972,666,517,128,34122,66,5191,1354,34260.6,6.6
2299,02/08/2003,6,3,0,7,9,6,0,0,0,0,14,1,222264.7,15876.05,71,14,47286,666,663,179,43758,66,6633,1823,43777.8,6.6
2297,26/07/2003,3,5,4,2,1,3,0,0,112274.66,0,7,3,46662,6666,68,14,45288,666,481,120,31746,66,5474,1397,36128.4,6.6
2295,19/07/2003,4,3,1,6,5,8,0,0,95608.66,0,4,0,26664,6666,75,18,49950,666,486,124,32076,66,5228,1425,34504.8,6.6
2293,12/07/2003,3,9,5,0,1,6,0,0,72599.67,0,4,1,26664,6666,57,13,37962,666,532,140,35112,66,5136,1341,33897.6,6.6
2291,05/07/2003,7,5,9,7,1,6,0,0,41569.41,0,3,1,19998,6666,54,18,35964,666,492,129,32472,66,5162,1325,34069.2,6.6
2289,28/06/2003,0,3,9,1,8,8,1,1,52252.61,52252.61,4,1,26664,6666,54,16,35964,666,492,117,32472,66,5103,1345,33679.8,6.6
2287,21/06/2003,1,1,0,5,7,1,0,0,16666,0,8,5,53328,6666,49,14,32634,666,534,118,35244,66,5260,1352,34716,6.6
2285,14/06/2003,2,3,2,4,4,7,0,0,0,0,4,0,158993.52,39748.38,61,17,40626,666,702,194,46332,66,6974,2018,46028.4,6.6
2283,07/06/2003,5,4,4,6,7,7,0,0,73889.35,0,8,5,53328,6666,48,12,31968,666,525,147,34650,66,5357,1411,35356.2,6.6
2281,31/05/2003,5,5,9,5,3,3,0,0,57223.35,0,7,3,46662,6666,49,13,32634,666,534,138,35244,66,5313,1400,35065.8,6.6
2279,24/05/2003,4,6,0,8,8,9,0,0,40557.35,0,6,1,39996,6666,50,11,33300,666,514,128,33924,66,5165,1380,34089,6.6
2277,17/05/2003,3,4,6,2,2,4,0,0,16666,0,8,0,53328,6666,47,10,31302,666,550,116,36300,66,5317,1382,35092.2,6.6
2275,10/05/2003,5,6,7,0,6,7,1,0,134959.69,134959.69,5,2,33330,6666,50,10,33300,666,520,140,34320,66,5491,1432,36240.6,6.6
2273,03/05/2003,7,8,1,3,2,6,0,0,100039.42,0,3,0,19998,6666,55,18,36630,666,479,123,31614,66,5196,1355,34293.6,6.6
2271,26/04/2003,0,0,6,9,4,1,0,0,58176.4,0,3,1,19998,6666,49,17,32634,666,513,124,33858,66,5240,1375,34584,6.6
2269,19/04/2003,9,9,0,4,2,2,0,0,16666,0,7,3,46662,6666,55,11,36630,666,522,138,34452,66,5212,1332,34399.2,6.6
2267,12/04/2003,1,9,9,2,1,2,1,0,35450.15,35450.15,7,0,46662,6666,72,20,47952,666,665,161,43890,66,6592,1719,43507.2,6.6
2265,05/04/2003,0,4,4,7,3,1,0,0,16666,0,10,1,66660,6666,60,15,39960,666,500,141,33000,66,5075,1271,33495,6.6
2263,29/03/2003,8,9,5,7,4,6,1,0,29956.04,29956.04,4,1,26664,6666,58,13,38628,666,532,140,35112,66,5307,1422,35026.2,6.6
2261,22/03/2003,8,3,1,7,4,7,0,0,0,0,8,3,191934.48,23991.81,53,12,35298,666,543,149,35838,66,5226,1388,34491.6,6.6
2259,15/03/2003,7,2,5,1,6,9,0,0,121940.47,0,4,0,26664,6666,49,16,32634,666,554,131,36564,66,5324,1332,35138.4,6.6
2257,08/03/2003,9,7,6,2,6,2,0,0,84843.76,0,4,2,26664,6666,46,14,30636,666,495,120,32670,66,5315,1370,35079,6.6
2255,01/03/2003,4,8,0,8,7,0,0,0,43833.04,0,6,1,39996,6666,48,17,31968,666,561,133,37026,66,5174,1344,34148.4,6.6
2253,22/02/2003,1,6,7,5,7,5,0,0,19542.16,0,6,2,39996,6666,56,9,37296,666,510,139,33660,66,5236,1354,34557.6,6.6
2251,15/02/2003,1,7,8,0,3,6,2,1,98378.4,49189.2,8,2,53328,6666,66,20,43956,666,625,165,41250,66,6359,1707,41969.4,6.6
2249,08/02/2003,8,2,1,4,9,2,0,0,78192.66,0,4,2,26664,6666,56,19,37296,666,503,116,33198,66,5269,1365,34775.4,6.6
2247,01/02/2003,2,8,3,6,7,4,0,0,43805.31,0,4,1,26664,6666,42,12,27972,666,511,133,33726,66,5259,1379,34709.4,6.6
2245,25/01/2003,8,9,6,0,8,3,1,0,76133.98,76133.98,5,3,33330,6666,59,19,39294,666,510,137,33660,66,5230,1354,34518,6.6
2243,18/01/2003,8,8,0,8,3,2,0,0,51468.95,0,4,0,26664,6666,55,16,36630,666,529,120,34914,66,5225,1323,34485,6.6
2241,11/01/2003,3,4,3,5,8,2,0,0,16666,0,12,5,79992,6666,53,17,35298,666,498,136,32868,66,5292,1358,34927.2,6.6
2239,04/01/2003,5,8,4,4,8,4,0,0,0,0,4,1,162112.12,40528.03,53,17,35298,666,515,132,33990,66,5319,1401,35105.4,6.6
2237,28/12/2002,1,7,9,8,5,5,0,0,98655.87,0,10,2,66660,6666,81,13,53946,666,832,183,54912,66,8216,1901,54225.6,6.6
2235,21/12/2002,3,5,2,1,2,6,0,0,70762.29,0,7,1,46662,6666,51,8,33966,666,543,132,35838,66,5438,1415,35890.8,6.6
2233,14/12/2002,9,3,9,4,7,2,0,0,54096.29,0,7,2,46662,6666,42,15,27972,666,538,145,35508,66,5302,1420,34993.2,6.6
2231,07/12/2002,1,7,2,6,8,9,0,0,32685.31,0,4,1,26664,6666,61,17,40626,666,500,139,33000,66,5388,1453,35560.8,6.6
2229,30/11/2002,3,4,2,2,4,1,0,0,0,0,3,2,197177.7,65725.9,58,14,38628,666,568,136,37488,66,5566,1525,36735.6,6.6
2227,23/11/2002,2,2,6,1,4,2,0,0,136072.57,0,6,3,39996,6666,62,16,41292,666,535,141,35310,66,5572,1485,36775.2,6.6
2225,16/11/2002,4,9,0,7,7,9,0,0,115491.87,0,11,1,73326,6666,44,10,29304,666,549,159,36234,66,5328,1417,35164.8,6.6
2223,09/11/2002,8,5,8,8,4,6,0,0,98825.87,0,2,1,13332,6666,53,13,35298,666,522,138,34452,66,5473,1424,36121.8,6.6
2221,02/11/2002,4,2,2,0,5,6,0,0,46834.1,0,3,2,19998,6666,48,14,31968,666,554,137,36564,66,5347,1437,35290.2,6.6
2219,26/10/2002,1,2,2,9,3,8,1,0,30177.46,30177.46,5,1,33330,6666,51,14,33966,666,573,149,37818,66,5634,1543,37184.4,6.6
