Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Powerball Number,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount,Division 8 winners,Division 8 winners in WA,Division 8 prize pool,Division 8 amount,Division 9 winners,Division 9 winners in WA,Division 9 prize pool,Division 9 amount
985,02/04/2015,9,5,23,11,24,33,,13,1,0,30000000.00,30000000.00,27,1,676069.20,25039.60,153,29,707273.10,4622.70,2320,357,395212.00,170.35,5147,657,301614.20,58.60,73590,9898,2630842.50,35.75,94885,12269,2362636.50,24.90,415894,56534,5406622.00,13.00
984,26/03/2015,19,15,25,1,35,10,,18,0,0,0.00,0.00,6,3,374047.50,62341.25,70,15,391310.50,5590.15,1254,222,218697.60,174.40,2433,355,166903.80,68.60,35761,5002,1455472.70,40.70,51729,7491,1306157.25,25.25,207721,28717,2991182.40,14.40
983,19/03/2015,14,24,8,18,35,7,,15,0,0,0.00,0.00,4,1,341313.00,85328.25,71,10,357066.10,5029.10,1125,151,199518.75,177.35,2417,315,152271.00,63.00,34142,4867,1328123.80,38.90,45781,6528,1192595.05,26.05,199246,29052,2729670.20,13.70
982,12/03/2015,4,6,8,23,40,32,,1,0,0,0.00,0.00,3,0,265820.25,88606.75,33,4,278089.35,8426.95,810,102,155398.50,191.85,1729,253,118609.40,68.60,24965,3510,1034799.25,41.45,35959,5485,927742.20,25.80,143787,20487,2128047.60,14.80
981,05/03/2015,4,6,23,32,2,28,,7,0,0,0.00,0.00,4,0,205954.80,51488.70,36,6,215460.00,5985.00,739,108,120420.05,162.95,1479,203,91919.85,62.15,22579,3198,801554.50,35.50,27027,3693,718918.20,26.60,127322,17858,1648819.90,12.95
980,26/02/2015,19,22,36,5,18,8,,9,1,0,15260074.71,15260074.71,4,1,452181.60,113045.40,89,15,473052.80,5315.20,1651,272,264325.10,160.10,3621,453,201689.70,55.70,48666,6630,1759275.90,36.15,67242,8899,1580187.00,23.50,270977,37564,3617542.95,13.35
979,19/02/2015,27,38,4,7,3,36,,11,0,0,0.00,0.00,5,2,358931.25,71786.25,58,4,375497.80,6474.10,1057,114,209814.50,198.50,2667,415,160153.35,60.05,38835,5798,1396118.25,35.95,47074,6649,1254522.10,26.65,223913,32431,2866086.40,12.80
978,12/02/2015,11,28,39,3,1,5,,10,0,0,0.00,0.00,3,0,230716.20,76905.40,45,2,241364.25,5363.65,780,87,134862.00,172.90,1759,300,102901.50,58.50,24650,3661,898492.50,36.45,34971,5042,806081.55,23.05,138074,19583,1843287.90,13.35
977,05/02/2015,22,21,16,36,29,31,,13,0,0,0.00,0.00,2,0,197676.60,98838.30,32,6,206800.00,6462.50,632,105,115561.20,182.85,1282,149,88201.60,68.80,20335,2555,769679.75,37.85,24454,3090,690825.50,28.25,120360,15891,1582734.00,13.15
976,29/01/2015,35,37,6,3,18,32,,2,1,0,6000000.00,6000000.00,2,0,249774.10,124887.05,30,2,261301.50,8710.05,711,80,146039.40,205.40,1398,181,111420.60,79.70,21219,2884,971830.20,45.80,30400,4068,872480.00,28.70,128858,17554,1997299.00,15.50
975,22/01/2015,38,25,40,17,22,13,,2,0,0,0.00,0.00,1,0,197557.65,197557.65,35,5,206675.00,5905.00,582,56,115497.90,198.45,1233,194,88159.50,71.50,17949,2459,769114.65,42.85,24638,3239,689864.00,28.00,104428,14510,1582084.20,15.15
974,15/01/2015,5,31,13,20,26,37,,3,1,0,3000000.00,3000000.00,6,0,198024.30,33004.05,31,1,207163.70,6682.70,729,86,115765.20,158.80,1342,183,88370.70,65.85,19143,2792,770505.75,40.25,28045,3861,691309.25,24.65,111098,15576,1583146.50,14.25
973,08/01/2015,2,10,32,37,34,15,,5,1,1,3000000.00,3000000.00,4,0,198477.40,49619.35,31,2,207638.00,6698.00,565,83,116022.75,205.35,1125,138,88537.50,78.70,17414,2378,772310.90,44.35,22161,3080,693639.30,31.30,108024,14498,1587952.80,14.70
972,01/01/2015,24,25,27,34,32,18,,6,1,0,20000000.00,20000000.00,3,2,409286.55,136428.85,60,8,428178.00,7136.30,1122,157,239266.50,213.25,2664,384,182617.20,68.55,39024,5510,1592179.20,40.80,50036,6981,1428527.80,28.55,232976,31373,3273312.80,14.05
971,25/12/2014,32,19,13,38,16,31,,5,0,0,0.00,0.00,3,0,395522.70,131840.90,52,6,413777.00,7957.25,1149,166,231236.25,201.25,2755,366,176457.75,64.05,39322,5641,1539456.30,39.15,50359,7232,1382354.55,27.45,233049,33085,3169466.40,13.60
970,18/12/2014,14,33,36,24,38,35,,2,0,0,0.00,0.00,2,0,294714.70,147357.35,39,7,308316.45,7905.55,821,93,172286.85,209.85,1678,256,131471.30,78.35,25613,3671,1147462.40,44.80,36039,5379,1028913.45,28.55,154214,22203,2359474.20,15.30
969,11/12/2014,32,9,36,20,7,31,,19,0,0,0.00,0.00,3,0,226133.40,75377.80,22,1,236570.40,10753.20,575,83,132192.50,229.90,1472,207,100905.60,68.55,21841,3032,880192.30,40.30,28025,3866,790305.00,28.20,132559,18416,1809430.35,13.65
968,04/12/2014,5,8,6,36,39,4,,8,0,0,0.00,0.00,4,0,199503.80,49875.95,28,4,208712.00,7454.00,553,67,116627.70,210.90,1458,203,89010.90,61.05,21461,2895,776888.20,36.20,25199,3445,696752.35,27.65,127259,17803,1597100.45,12.55
967,27/11/2014,5,3,37,32,22,10,,13,1,0,6000000.00,6000000.00,19,0,246790.05,12988.95,31,4,258180.40,8328.40,622,72,144272.90,231.95,1684,237,110133.60,65.40,25700,3430,961180.00,37.40,32027,4530,861526.30,26.90,156104,21339,1974715.60,12.65
966,20/11/2014,37,36,25,24,7,26,,12,0,0,0.00,0.00,1,0,212317.65,212317.65,36,3,222116.40,6169.90,612,113,124113.60,202.80,1485,182,94743.00,63.80,21067,2802,826879.75,39.25,25371,3828,742101.75,29.25,129195,17640,1698914.25,13.15
965,13/11/2014,5,7,19,4,14,28,,18,2,0,15098268.08,7549134.04,24,0,447428.40,18642.85,83,8,468078.50,5639.50,1758,261,261590.40,148.80,3487,478,199630.75,57.25,49055,6806,1741452.50,35.50,74125,10014,1564037.50,21.10,270599,38658,3585436.75,13.25
964,06/11/2014,39,27,29,5,12,21,,19,0,0,0.00,0.00,5,1,331564.50,66312.90,69,7,346866.45,5027.05,1078,149,193824.40,179.80,2638,410,147991.80,56.10,36043,5079,1290339.40,35.80,49438,7655,1156849.20,23.40,202247,28617,2649435.70,13.10
963,30/10/2014,4,30,15,6,1,36,,5,0,0,0.00,0.00,1,0,233347.15,233347.15,41,11,244116.05,5954.05,710,95,136426.50,192.15,1666,228,104125.00,62.50,23571,3188,908662.05,38.55,31460,4177,814814.00,25.90,138446,18110,1869021.00,13.50
962,23/10/2014,39,30,19,13,24,22,,11,0,0,0.00,0.00,1,0,214740.55,214740.55,39,5,224651.70,5760.30,701,102,125549.10,179.10,1561,203,95845.40,61.40,23264,3107,836340.80,35.95,28528,4247,750286.40,26.30,136159,19123,1715603.40,12.60
961,16/10/2014,13,9,26,18,4,34,,3,3,1,50000000.01,16666666.67,16,0,1250664.80,78166.55,217,32,1308390.65,6029.45,4059,555,731228.85,180.15,8916,1214,558141.60,62.60,127389,17085,4866259.80,38.20,172988,23356,4367947.00,25.25,737655,97572,9995225.25,13.55
960,09/10/2014,24,35,2,26,25,29,,8,0,0,0.00,0.00,6,1,890774.40,148462.40,129,22,931889.55,7223.95,2505,395,520789.50,207.90,6173,875,397541.20,64.40,90536,12589,3467528.80,38.30,112893,16085,3110202.15,27.55,531381,73590,7120505.40,13.40
959,02/10/2014,17,13,27,18,25,23,,1,0,0,0.00,0.00,7,1,616481.95,88068.85,101,9,644935.50,6385.50,2124,225,360442.80,169.70,4503,571,275133.30,61.10,61664,7869,2398729.60,38.90,89643,11291,2151432.00,24.00,351388,44181,4937001.40,14.05
958,25/09/2014,32,9,19,40,27,31,,1,0,0,0.00,0.00,10,0,401034.00,40103.40,66,11,419542.20,6356.70,1234,207,234460.00,190.00,2677,354,178957.45,66.85,38203,5035,1560592.55,40.85,54145,7407,1399648.25,25.85,224273,29591,3207103.90,14.30
957,18/09/2014,35,10,3,34,16,11,,4,0,0,0.00,0.00,4,0,299991.00,74997.75,36,7,313837.20,8717.70,803,120,175375.20,218.40,1857,242,133796.85,72.05,28941,3926,1167769.35,40.35,37819,5004,1047586.30,27.70,172502,23543,2397777.80,13.90
956,11/09/2014,30,40,4,39,16,18,,19,0,0,0.00,0.00,7,0,254219.35,36317.05,35,5,265952.75,7598.65,721,115,148634.15,206.15,1649,221,113451.20,68.80,24640,3555,989296.00,40.15,32736,4488,887145.60,27.10,146163,20232,2031665.70,13.90
955,04/09/2014,25,17,24,26,2,18,,6,0,0,0.00,0.00,3,0,218039.10,72679.70,34,5,228102.60,6708.90,774,69,127477.80,164.70,1482,214,97293.30,65.65,21015,2945,849006.00,40.40,30118,4301,761985.40,25.30,124179,17202,1744714.95,14.05
954,28/08/2014,9,11,28,26,23,14,,11,1,0,3000000.00,3000000.00,1,0,217249.10,217249.10,51,6,227276.40,4456.40,763,88,127001.35,166.45,1972,259,96923.80,49.15,26498,3697,845286.20,31.90,33304,4594,759331.20,22.80,146860,21121,1740291.00,11.85
953,21/08/2014,32,8,5,40,19,7,,12,2,0,71809241.34,35904620.67,27,5,1998436.05,74016.15,356,51,2090663.40,5872.65,6581,894,1168456.55,177.55,15223,2027,891306.65,58.55,211202,29468,7782793.70,36.85,285992,39649,6978204.80,24.40,1219107,171392,15970301.70,13.10
952,14/08/2014,12,1,38,31,8,26,,6,0,0,0.00,0.00,20,2,1271784.00,63589.20,208,27,1330482.40,6396.55,4261,649,743544.50,174.50,8957,1286,567425.95,63.35,126765,18199,4950173.25,39.05,173076,24929,4439399.40,25.65,745704,104618,10178859.60,13.65
951,07/08/2014,27,7,32,26,12,31,,12,0,0,0.00,0.00,10,1,847545.50,84754.55,145,28,886660.50,6114.90,2841,622,495470.40,174.40,6361,904,378161.45,59.45,92278,12701,3298938.50,35.75,115655,17615,2960768.00,25.60,530246,73397,6787148.80,12.80
950,31/07/2014,23,31,37,16,5,24,,15,0,0,0.00,0.00,6,0,545039.10,90839.85,87,14,570193.65,6553.95,1637,208,318642.05,194.65,3920,540,243236.00,62.05,54885,7713,2121305.25,38.65,74611,10464,1902580.50,25.50,325379,44977,4360078.60,13.40
949,24/07/2014,8,1,21,31,11,15,,20,0,0,0.00,0.00,5,0,391792.00,78358.40,110,15,409876.50,3726.15,1979,213,229069.25,115.75,3232,445,174851.20,54.10,42643,5680,1524487.25,35.75,62055,8055,1368312.75,22.05,241498,32851,3139474.00,13.00
948,17/07/2014,39,1,9,31,6,38,,10,0,0,0.00,0.00,3,1,341859.75,113953.25,52,5,357637.80,6877.65,972,129,199843.20,205.60,2113,300,152558.60,72.20,32251,4663,1330353.75,41.25,41519,5619,1193671.25,28.75,197200,27644,2731220.00,13.85
947,10/07/2014,33,20,21,15,13,10,,2,0,0,0.00,0.00,4,0,247068.40,61767.10,38,3,258472.20,6801.90,785,104,144440.00,184.00,1690,227,110272.50,65.25,23926,3358,961825.20,40.20,32975,4666,862296.25,26.15,138244,19634,1976889.20,14.30
946,03/07/2014,31,28,38,36,26,27,,15,0,0,0.00,0.00,6,3,190635.30,31772.55,37,4,199433.70,5390.10,641,80,111437.85,173.85,1250,146,85062.50,68.05,18042,2701,742428.30,41.15,23767,3159,665476.00,28.00,109322,16123,1525041.90,13.95
945,26/06/2014,20,10,33,32,2,9,,7,1,0,6000000.00,6000000.00,1,1,215878.60,215878.60,35,5,225842.75,6452.65,533,64,126214.40,236.80,1301,174,96339.05,74.05,21139,2981,840275.25,39.75,26453,3510,753910.50,28.50,129693,17712,1724916.90,13.30
944,19/06/2014,26,30,35,40,17,32,,19,0,0,0.00,0.00,4,1,195742.00,48935.50,23,1,204775.90,8903.30,580,87,114434.00,197.30,1190,167,87346.00,73.40,18899,2655,761629.70,40.30,24050,3418,683020.00,28.40,111853,15490,1565942.00,14.00
943,12/06/2014,29,6,32,19,39,24,,7,1,0,25000000.00,25000000.00,29,1,572400.55,19737.95,106,13,598820.50,5649.25,2278,291,334638.20,146.90,4173,527,255387.60,61.20,59158,7800,2227298.70,37.65,77368,9839,1999962.80,25.85,344866,46191,4586717.80,13.30
942,05/06/2014,17,35,11,14,3,6,,4,0,0,0.00,0.00,1,0,401429.05,401429.05,46,8,419957.00,9129.50,1235,175,234711.75,190.05,2604,361,179155.20,68.80,39897,5179,1561967.55,39.15,54427,7492,1401495.25,25.75,233042,30956,3215979.60,13.80
941,29/05/2014,21,32,15,2,14,22,,15,0,0,0.00,0.00,5,0,304704.50,60940.90,47,8,318768.10,6782.30,873,116,178135.65,204.05,2048,278,135987.20,66.40,30409,4389,1185951.00,39.00,38268,5414,1063850.40,27.80,180714,26014,2439639.00,13.50
940,22/05/2014,3,20,13,6,12,4,,1,0,0,0.00,0.00,6,1,216339.30,36056.55,43,3,226324.05,5263.35,963,121,126490.05,131.35,1766,217,96511.90,54.65,22817,2995,841947.30,36.90,35506,4561,756277.80,21.30,122266,16557,1730063.90,14.15
939,15/05/2014,36,8,30,32,34,35,,4,0,0,0.00,0.00,1,0,177339.85,177339.85,31,5,185524.15,5984.65,580,80,103675.00,178.75,1036,120,79098.60,76.35,15125,2007,690456.25,45.65,21840,2942,619164.00,28.35,93420,12698,1419984.00,15.20
938,08/05/2014,13,21,8,28,34,7,,4,1,0,6000000.00,6000000.00,5,0,220728.00,44145.60,37,6,230915.15,6240.95,1012,164,129030.00,127.50,1697,229,98510.85,58.05,23800,3339,859180.00,36.10,36407,5245,770008.05,21.15,134736,19201,1765041.60,13.10
937,01/05/2014,21,36,28,33,37,5,,2,0,0,0.00,0.00,1,0,194934.30,194934.30,34,6,203932.00,5998.00,597,76,113967.30,190.90,1272,198,86941.20,68.35,17564,2564,758764.80,43.20,25350,3870,680647.50,26.85,103741,14657,1561302.05,15.05
936,24/04/2014,33,36,8,15,21,19,,3,1,0,6000000.00,6000000.00,2,0,249692.70,124846.35,47,7,261216.60,5557.80,618,103,145971.60,236.20,1797,265,111414.00,62.00,25003,3577,971366.55,38.85,34823,5269,872316.15,25.05,146199,21045,1995616.35,13.65
935,17/04/2014,16,8,11,20,23,29,,9,0,0,0.00,0.00,5,1,204465.50,40893.10,54,9,213902.10,3961.15,941,167,119554.05,127.05,1630,233,91198.50,55.95,22486,3195,796004.40,35.40,31957,4590,714238.95,22.35,125931,18161,1637103.00,13.00
934,10/04/2014,36,38,21,39,29,22,,12,1,0,40000000.00,40000000.00,36,3,813535.20,22598.20,133,15,851086.95,6399.15,2687,307,475599.00,177.00,5745,716,363084.00,63.20,85308,10577,3164926.80,37.10,106980,14278,2840319.00,26.55,500784,62841,6510192.00,13.00
933,03/04/2014,29,27,18,32,28,16,,2,0,0,0.00,0.00,9,1,540514.80,60057.20,86,7,565462.90,6575.15,1606,223,315980.50,196.75,3606,490,241241.40,66.90,52189,6869,2103216.70,40.30,73420,10020,1886894.00,25.70,307378,40167,4318660.90,14.05
932,27/03/2014,21,39,2,34,15,19,,10,0,0,0.00,0.00,5,1,349121.25,69824.25,62,7,365235.80,5890.90,1081,133,204092.80,188.80,2336,305,155811.20,66.70,34113,4570,1359403.05,39.85,45774,6202,1219877.10,26.65,204308,27948,2788804.20,13.65
931,20/03/2014,39,34,11,20,22,27,,6,0,0,0.00,0.00,1,1,287059.15,287059.15,51,8,300308.40,5888.40,975,103,167797.50,172.10,2049,278,128062.50,62.50,28451,4068,1116701.75,39.25,40630,5480,1001529.50,24.65,165538,22892,2292701.30,13.85
930,13/03/2014,3,31,37,9,38,4,,6,0,0,0.00,0.00,4,0,209832.40,52458.10,39,11,219517.35,5628.65,553,111,122683.05,221.85,1320,203,93588.00,70.90,19745,2838,816455.75,41.35,23829,3526,732741.75,30.75,124013,17601,1680376.15,13.55
929,06/03/2014,38,26,28,20,24,21,,15,0,0,0.00,0.00,5,0,184418.00,36883.60,29,8,192929.75,6652.75,543,72,107812.65,198.55,1218,170,82275.90,67.55,18122,2576,717631.20,39.60,24261,3371,644129.55,26.55,107232,15486,1474440.00,13.75
928,27/02/2014,34,1,18,30,22,14,,17,1,0,6000000.00,6000000.00,1,0,226799.95,226799.95,37,6,237268.05,6412.65,725,93,132602.50,182.90,1512,186,101152.80,66.90,20999,2869,883007.95,42.05,29440,3922,791936.00,26.90,126742,18050,1812410.60,14.30
927,20/02/2014,6,40,25,29,26,4,,18,0,0,0.00,0.00,2,0,192690.40,96345.20,32,6,201584.00,6299.50,494,70,112656.70,228.05,1318,179,85999.50,65.25,18755,2626,750200.00,40.00,25383,3199,672649.50,26.50,113035,16044,1542927.75,13.65
926,13/02/2014,34,11,24,6,8,13,,7,2,0,10000000.00,5000000.00,24,0,301800.00,12575.00,76,8,315730.60,4154.35,995,126,176413.50,177.30,2357,315,134702.55,57.15,33595,4687,1174145.25,34.95,42946,5836,1054324.30,24.55,192614,26965,2417305.70,12.55
925,06/02/2014,13,7,22,3,5,10,,15,0,0,0.00,0.00,15,2,228897.00,15259.80,56,10,239461.60,4276.10,1285,149,133832.75,104.15,2035,288,102157.00,50.20,26719,3829,891078.65,33.35,42542,5843,799789.60,18.80,142648,20610,1833026.80,12.85
924,30/01/2014,9,29,32,14,15,13,,17,0,0,0.00,0.00,4,0,195573.40,48893.35,33,5,204600.00,6200.00,604,112,114337.20,189.30,1331,175,87247.05,65.55,19358,2672,760769.40,39.30,24944,3465,683465.60,27.40,114486,15765,1562733.90,13.65
923,23/01/2014,28,9,24,14,7,31,,11,2,0,15000000.00,7500000.00,5,0,384320.50,76864.10,81,10,402059.70,4963.70,1337,191,224682.85,168.05,3007,414,171399.00,57.00,42270,5986,1496358.00,35.40,55288,7555,1343498.40,24.30,242167,33610,3075520.90,12.70
922,16/01/2014,19,27,37,34,33,26,,20,0,0,0.00,0.00,5,0,346654.25,69330.85,62,5,362653.50,5849.25,1030,136,202652.50,196.75,2409,330,154657.80,64.20,34976,4968,1350073.60,38.60,44438,6476,1210935.50,27.25,207817,30065,2774356.95,13.35
921,09/01/2014,24,14,18,20,29,19,,11,0,0,0.00,0.00,5,1,244265.00,48853.00,46,2,255539.20,5555.20,748,106,142793.20,190.90,1902,284,108984.60,57.30,27366,3994,950968.50,34.75,34775,4797,853726.25,24.55,155495,22208,1951462.25,12.55
920,02/01/2014,8,38,36,29,13,4,,3,0,0,0.00,0.00,0,0,0.00,0.00,37,8,361406.75,9767.75,645,98,103264.50,160.10,1212,189,78780.00,65.00,17460,2369,687924.00,39.40,25000,3492,616250.00,24.65,101504,13884,1410905.60,13.90
919,26/12/2013,16,39,7,35,3,25,,13,1,0,50000000.00,50000000.00,8,0,798150.80,99768.85,120,18,834990.00,6958.25,2500,367,466625.00,186.65,5440,739,356048.00,65.45,80167,11230,3106471.25,38.75,102095,13672,2787193.50,27.30,476642,64290,6387002.80,13.40
918,19/12/2013,12,35,10,32,30,11,,10,0,0,0.00,0.00,5,0,679973.00,135994.60,92,14,711357.80,7732.15,1855,324,397526.50,214.30,4693,671,303402.45,64.65,68741,10371,2646528.50,38.50,86127,13140,2372798.85,27.55,398539,60599,5440057.35,13.65
917,12/12/2013,33,24,40,16,39,37,,1,0,0,0.00,0.00,4,0,485310.60,121327.65,70,6,507710.00,7253.00,1502,208,283727.80,188.90,3110,493,216456.00,69.60,44145,6693,1889406.00,42.80,61732,8970,1694543.40,27.45,256169,37873,3880960.35,15.15
916,05/12/2013,16,37,11,4,21,6,,3,0,0,0.00,0.00,5,1,390699.50,78139.90,56,6,408732.80,7298.80,1208,162,228432.80,189.10,2653,400,174302.10,65.70,39414,5725,1521380.40,38.60,52556,7786,1363828.20,25.95,225506,32456,3123258.10,13.85
915,28/11/2013,22,37,20,12,23,18,,5,0,0,0.00,0.00,6,1,333127.80,55521.30,59,6,348504.15,5906.85,1132,153,194760.60,172.05,2228,318,148607.60,66.70,33343,4830,1297042.70,38.90,44664,6553,1163497.20,26.05,194769,27831,2668335.30,13.70
914,21/11/2013,1,16,27,34,19,10,,10,0,0,0.00,0.00,3,0,296660.10,98886.70,58,9,310352.20,5350.90,804,116,173422.80,215.70,2214,329,132397.20,59.80,30723,4647,1155184.80,37.60,38229,5578,1036005.90,27.10,175044,26540,2371846.20,13.55
913,14/11/2013,8,5,16,15,18,29,,19,0,0,0.00,0.00,4,0,231884.20,57971.05,45,2,242586.00,5390.80,915,147,135557.25,148.15,1816,246,103421.20,56.95,25212,3569,902589.60,35.80,36243,5162,810031.05,22.35,138751,19814,1852325.85,13.35
912,07/11/2013,27,14,34,9,13,25,,15,0,0,0.00,0.00,3,2,196411.95,65470.65,31,4,205477.30,6628.30,542,76,114822.70,211.85,1282,203,87624.70,68.35,18629,2807,764720.45,41.05,24923,3587,685382.50,27.50,111067,16740,1571598.05,14.15
911,31/10/2013,36,13,28,4,34,17,,19,1,0,3000000.00,3000000.00,1,0,190912.55,190912.55,32,8,199723.20,6241.35,554,120,111603.30,201.45,1350,196,85185.00,63.10,19138,2671,743511.30,38.85,24787,3629,666770.30,26.90,112461,15465,1529469.60,13.60
910,24/10/2013,12,2,20,14,38,30,,15,1,1,30000000.00,30000000.00,6,0,547308.90,91218.15,91,7,572567.45,6291.95,1751,240,319995.25,182.75,3801,587,244214.25,64.25,53583,7852,2129924.25,39.75,72705,10246,1912141.50,26.30,310534,44565,4378529.40,14.10
909,17/10/2013,30,4,19,12,13,8,,2,0,0,0.00,0.00,12,1,429919.80,35826.65,91,10,449762.95,4942.45,1735,247,251314.75,144.85,3219,464,191852.40,59.60,43386,6278,1672530.30,38.55,65669,9488,1500536.65,22.85,243404,35224,3444166.60,14.15
908,10/10/2013,39,4,19,32,13,27,,16,0,0,0.00,0.00,2,0,311635.70,155817.85,52,6,326019.20,6269.60,961,124,182205.60,189.60,2050,283,138990.00,67.80,29069,4408,1213630.75,41.75,40678,5843,1088136.50,26.75,173851,25901,2494761.85,14.35
907,03/10/2013,18,10,9,33,31,30,,10,0,0,0.00,0.00,9,0,240713.55,26745.95,25,3,251823.75,10072.95,619,107,140729.65,227.35,1635,242,107419.50,65.70,24496,3654,936972.00,38.25,28971,4181,840159.00,29.00,143016,20977,1923565.20,13.45
906,26/09/2013,17,23,7,9,40,12,,8,0,0,0.00,0.00,1,0,203553.20,203553.20,29,3,212948.45,7343.05,735,75,118996.50,161.90,1563,250,90810.30,58.10,21928,3190,792697.20,36.15,30526,4387,711255.80,23.30,124046,17505,1631204.90,13.15
905,19/09/2013,9,7,4,20,29,19,,12,1,0,30000000.00,30000000.00,29,3,569045.25,19622.25,128,19,595308.80,4650.85,2194,357,332720.10,151.65,4580,609,253961.00,55.45,62333,8796,2215938.15,35.55,87370,12137,1987667.50,22.75,348326,49624,4545654.30,13.05
904,12/09/2013,5,36,29,15,40,22,,4,0,0,0.00,0.00,5,1,440480.75,88096.15,86,14,460809.50,5358.25,1792,283,257510.40,143.70,3146,445,196467.70,62.45,42363,6508,1713583.35,40.45,63216,9384,1539309.60,24.35,248932,38866,3522387.80,14.15
903,05/09/2013,12,2,10,16,14,20,,8,0,0,0.00,0.00,10,2,301591.00,30159.10,82,8,315511.40,3847.70,1070,153,176336.00,164.80,2197,298,134566.25,61.25,30981,4554,1174179.90,37.90,41903,5810,1053860.45,25.15,177455,26082,2413388.00,13.60
902,29/08/2013,29,6,4,34,3,39,,7,0,0,0.00,0.00,2,0,227441.80,113720.90,33,5,237939.90,7210.30,635,96,132969.00,209.40,1563,254,101438.70,64.90,23424,3460,885427.20,37.80,27625,4318,794218.75,28.75,135944,19846,1821649.60,13.40
901,22/08/2013,15,37,32,6,24,10,,11,0,0,0.00,0.00,2,0,197458.50,98729.25,29,9,206571.35,7123.15,583,91,115434.00,198.00,1246,191,88092.20,70.70,18502,2699,768758.10,41.55,22781,3230,689125.25,30.25,114741,16575,1577688.75,13.75
900,15/08/2013,12,9,3,27,23,14,,12,1,1,20000000.00,20000000.00,4,0,441581.80,110395.45,94,21,461963.00,4914.50,1639,236,258142.50,157.50,3585,534,196995.75,54.95,48627,6398,1718964.45,35.35,65282,8837,1540655.20,23.60,269037,36009,3537836.55,13.15
899,08/08/2013,23,1,20,25,22,8,,12,0,0,0.00,0.00,3,1,290659.65,96886.55,48,4,304075.20,6334.90,899,99,169911.00,189.00,2013,261,129637.20,64.40,29653,3718,1131261.95,38.15,39256,5321,1014767.60,25.85,172658,22213,2322250.10,13.45
898,01/08/2013,4,24,29,23,16,18,,8,0,0,0.00,0.00,2,0,248082.80,124041.40,42,3,259532.70,6179.35,800,121,145040.00,181.30,1813,272,110683.65,61.05,26188,3763,965027.80,36.85,34431,4920,865939.65,25.15,148752,21226,1985839.20,13.35
897,25/07/2013,6,28,20,7,40,23,,15,0,0,0.00,0.00,2,0,204796.70,102398.35,32,3,214249.60,6695.30,719,84,119713.50,166.50,1554,224,91375.20,58.80,21424,3170,796972.80,37.20,28653,3902,714892.35,24.95,124059,18063,1637578.80,13.20
896,18/07/2013,26,30,36,32,29,15,,4,1,0,30000000.00,30000000.00,9,2,594725.85,66080.65,84,10,622175.40,7406.85,1730,221,347643.50,200.95,3651,504,265427.70,72.70,55967,7684,2314235.45,41.35,75815,10044,2077331.00,27.40,329853,46014,4749883.20,14.40
895,11/07/2013,21,15,10,9,35,38,,9,0,0,0.00,0.00,11,2,464334.20,42212.20,65,9,485764.50,7473.30,1441,220,271484.40,188.40,3317,492,207146.65,62.45,45642,6358,1807423.20,39.60,61652,9179,1621447.60,26.30,265451,36981,3716314.00,14.00
894,04/07/2013,23,17,8,16,14,1,,11,0,0,0.00,0.00,1,0,308173.40,308173.40,73,12,322397.20,4416.40,967,134,180152.10,186.30,2248,349,137465.20,61.15,31758,4736,1198864.50,37.75,41836,5934,1077277.00,25.75,188558,27519,2460681.90,13.05
893,27/06/2013,25,3,4,10,28,32,,9,0,0,0.00,0.00,0,0,0.00,0.00,47,5,404164.75,8599.25,736,79,115478.40,156.90,1260,147,88137.00,69.95,19039,2610,769175.60,40.40,24894,3579,689563.80,27.70,113900,16206,1577515.00,13.85
892,20/06/2013,33,8,37,19,5,17,,14,0,0,0.00,0.00,4,0,193933.80,48483.45,29,7,202884.00,6996.00,633,85,113370.30,179.10,1381,195,86519.65,62.65,19557,2872,754900.20,38.60,27438,3754,677718.60,24.70,111615,16232,1551448.50,13.90
891,13/06/2013,11,38,12,25,24,13,,7,1,0,10000000.00,10000000.00,2,0,288428.50,144214.25,55,8,301741.00,5486.20,954,157,168619.50,176.75,1966,280,128674.70,65.45,30101,4485,1122767.30,37.30,37130,5211,1008079.50,27.15,175910,25715,2304421.00,13.10
890,06/06/2013,29,16,20,26,5,14,,8,0,0,0.00,0.00,2,0,230432.70,115216.35,41,2,241067.70,5879.70,694,102,134705.40,194.10,1688,272,102799.20,60.90,23781,3485,896543.70,37.70,31140,4411,804969.00,25.85,136838,19332,1840471.10,13.45
