Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
842,06/04/2010,41,15,2,43,36,11,39,25,42,0,0,0.00,0.00,1,0,65774.90,65774.90,23,3,135419.40,5887.80,192,36,69648.00,362.75,1673,262,81224.15,48.55,39541,5991,929213.50,23.50,72895,10758,1042398.50,14.30
841,30/03/2010,40,39,28,29,25,2,35,31,14,1,0,30000000.00,30000000.00,9,0,345822.75,38424.75,182,35,711984.00,3912.00,1044,107,366183.00,350.75,10183,1326,427176.85,41.95,227582,28526,4881633.90,21.45,397345,49964,5463493.75,13.75
840,23/03/2010,6,9,44,26,23,14,30,40,24,0,0,0.00,0.00,10,2,222435.00,22243.50,147,12,457956.45,3115.35,759,105,235517.70,310.30,6738,886,274910.40,40.80,152630,19752,3136546.50,20.55,257284,31891,3524790.80,13.70
839,16/03/2010,27,2,31,3,38,37,13,12,36,0,0,0.00,0.00,12,0,175629.60,14635.80,98,11,361590.60,3689.70,648,82,185976.00,287.00,5417,666,216950.85,40.05,122038,15702,2477371.40,20.30,212852,28138,2777718.60,13.05
838,09/03/2010,8,43,44,25,42,45,39,5,26,0,0,0.00,0.00,3,0,140548.05,46849.35,67,8,289362.95,4318.85,487,80,148827.20,305.60,6660,854,173493.00,26.05,92996,11755,1985464.60,21.35,154112,19691,2226918.40,14.45
837,02/03/2010,2,1,24,26,19,43,37,18,31,0,0,0.00,0.00,1,1,75400.05,75400.05,29,4,155235.55,5352.95,227,32,79835.90,351.70,2140,295,93090.00,43.50,48010,6855,1063421.50,22.15,84374,12208,1193892.10,14.15
836,23/02/2010,22,34,17,14,35,2,8,23,10,0,0,0.00,0.00,0,0,0.00,0.00,31,5,194174.70,6263.70,162,28,67213.80,414.90,1697,241,78401.40,46.20,40803,5752,895625.85,21.95,76739,10756,1005280.90,13.10
835,16/02/2010,21,44,26,20,19,37,1,39,4,1,0,2000000.00,2000000.00,0,0,0.00,0.00,35,7,199193.75,5691.25,190,28,68951.00,362.90,1768,246,80444.00,45.50,42484,5820,919778.60,21.65,75824,10641,1031206.40,13.60
834,09/02/2010,42,44,5,18,24,23,28,32,15,1,0,2000000.00,2000000.00,3,1,63914.70,21304.90,29,7,131588.95,4537.55,183,20,67673.40,369.80,1853,290,78937.80,42.60,41907,5863,903095.85,21.55,71755,10275,1011745.50,14.10
833,02/02/2010,28,32,38,19,29,22,34,17,5,2,0,5000000.00,2500000.00,1,0,89164.30,89164.30,76,13,183574.20,2415.45,349,59,94404.50,270.50,2989,427,110144.65,36.85,62959,8494,1259180.00,20.00,108324,14460,1408212.00,13.00
832,26/01/2010,21,17,37,44,32,40,38,1,36,0,0,0.00,0.00,0,0,0.00,0.00,26,1,182555.10,7021.35,122,18,63189.90,517.95,1527,226,73754.10,48.30,36234,5002,842440.50,23.25,64359,8768,942859.35,14.65
831,19/01/2010,38,18,7,33,37,20,40,30,14,2,1,30000000.00,15000000.00,9,0,341047.80,37894.20,165,16,702157.50,4255.50,1200,165,361080.00,300.90,9559,1165,421073.95,44.05,220867,26391,4814900.60,21.80,399710,46794,5396085.00,13.50
830,12/01/2010,18,40,31,37,33,23,14,22,42,0,0,0.00,0.00,10,2,240803.00,24080.30,134,13,495773.20,3699.80,864,97,254966.40,295.10,6971,894,297313.15,42.65,156987,20348,3398768.55,21.65,270219,34595,3810087.90,14.10
829,05/01/2010,11,26,39,3,35,10,6,25,32,0,0,0.00,0.00,8,2,166594.00,20824.25,95,18,342988.00,3610.40,545,75,176389.25,323.65,5293,772,205897.70,38.90,114419,15276,2351310.45,20.55,192204,24315,2633194.80,13.70
828,29/12/2009,22,12,13,6,28,27,33,23,16,0,0,0.00,0.00,6,0,105950.40,17658.40,72,10,218134.80,3029.65,391,56,112177.90,286.90,3546,550,130847.40,36.90,79625,11718,1496950.00,18.80,139598,19397,1675176.00,12.00
827,22/12/2009,44,2,1,45,20,35,36,26,6,0,0,0.00,0.00,1,0,76839.55,76839.55,64,11,158198.40,2471.85,234,31,81361.80,347.70,2214,302,94869.90,42.85,48246,6828,1085535.00,22.50,85171,12319,1217945.30,14.30
826,15/12/2009,29,7,22,37,12,28,32,34,36,0,0,0.00,0.00,0,0,0.00,0.00,37,3,206476.65,5580.45,257,40,71471.70,278.10,2276,380,83415.40,36.65,49598,7343,952281.60,19.20,82465,12138,1067921.75,12.95
825,08/12/2009,35,42,7,34,11,29,45,3,4,1,0,40000000.00,40000000.00,18,4,414592.20,23032.90,241,38,853573.80,3541.80,1421,180,438946.90,308.90,12515,1770,511863.50,40.90,281626,38254,5857820.80,20.80,510333,66746,6557779.05,12.85
824,01/12/2009,10,2,24,8,27,28,18,25,36,0,0,0.00,0.00,5,0,310034.25,62006.85,221,22,638303.25,2888.25,1114,146,328295.80,294.70,10574,1379,382778.80,36.20,226277,29316,4378459.95,19.35,379365,48740,4912776.75,12.95
823,24/11/2009,7,31,22,36,39,24,23,34,9,0,0,0.00,0.00,3,0,221390.55,73796.85,161,22,455807.10,2831.10,714,77,234406.20,328.30,6618,936,273323.40,41.30,146605,19958,3122686.50,21.30,263508,34141,3504656.40,13.30
822,17/11/2009,27,4,33,6,34,25,31,19,41,0,0,0.00,0.00,6,1,176184.60,29364.10,93,11,362732.55,3900.35,544,63,186537.60,342.90,4744,612,217749.60,45.90,110893,14246,2489547.85,22.45,204949,26745,2787306.40,13.60
821,10/11/2009,1,24,16,31,36,25,35,21,28,0,0,0.00,0.00,3,0,130223.70,43407.90,73,8,268107.10,3672.70,402,70,137886.00,343.00,3517,428,160902.75,45.75,78679,10605,1837154.65,23.35,149384,19900,2061499.20,13.80
820,03/11/2009,15,4,7,2,36,17,6,25,9,0,0,0.00,0.00,4,0,71166.00,17791.50,38,5,146518.50,3855.75,342,38,75359.70,220.35,2421,354,87882.30,36.30,55597,7660,1003525.85,18.05,97281,13663,1128459.60,11.60
819,27/10/2009,42,45,20,4,43,7,25,27,37,0,0,0.00,0.00,0,0,0.00,0.00,30,7,184134.00,6137.80,162,17,63738.90,393.45,1565,228,74337.50,47.50,37312,5089,850713.60,22.80,71314,10027,952041.90,13.35
818,20/10/2009,25,36,24,27,38,32,6,26,23,1,0,5000000.00,5000000.00,2,1,78689.30,39344.65,36,5,162007.20,4500.20,225,28,83317.50,370.30,2090,288,97185.00,46.50,48216,7115,1111378.80,23.05,88622,12466,1245139.10,14.05
817,13/10/2009,10,27,44,39,14,26,30,7,15,0,0,0.00,0.00,1,0,65532.75,65532.75,49,6,134921.50,2753.50,209,30,69388.00,332.00,2073,287,80950.65,39.05,42417,6374,924690.60,21.80,78642,11537,1038074.40,13.20
816,06/10/2009,28,34,45,22,17,5,12,18,27,1,0,15000000.00,15000000.00,6,0,154350.90,25725.15,108,20,317779.20,2942.40,594,67,163439.10,275.15,4999,704,190711.85,38.15,109615,15306,2181338.50,19.90,197576,27718,2440063.60,12.35
815,29/09/2009,12,27,36,35,7,28,25,24,37,0,0,0.00,0.00,2,0,126978.00,63489.00,79,12,261426.80,3309.20,376,47,134438.80,357.55,3827,587,156907.00,41.00,89462,12424,1793713.10,20.05,155073,20374,2008195.35,12.95
814,22/09/2009,24,19,18,26,20,7,21,23,44,0,0,0.00,0.00,5,1,81295.25,16259.05,66,7,167372.70,2535.95,544,70,86088.00,158.25,2665,380,100470.50,37.70,60401,8404,1147619.00,19.00,98970,13809,1286610.00,13.00
813,15/09/2009,35,27,15,7,19,43,13,36,6,0,0,0.00,0.00,1,0,66826.00,66826.00,55,12,137582.50,2501.50,273,44,70761.60,259.20,2786,432,82604.90,29.65,55981,8461,943279.85,16.85,83487,12246,1056110.55,12.65
812,08/09/2009,3,2,21,20,24,7,35,1,19,1,0,20000000,20000000,3,0,209512.65,69837.55,117,21,431349.75,3686.75,744,106,221823.60,298.15,6424,799,258887.20,40.30,145879,18721,2961343.70,20.30,270645,34002,3315401.25,12.25
811,01/09/2009,45,16,37,42,28,9,29,33,44,0,0,0.00,0.00,3,0,168815.40,56271.80,83,16,347562.50,4187.50,545,76,178732.75,327.95,4829,660,208612.80,43.20,106957,15159,2385141.10,22.30,189964,27042,2668994.20,14.05
810,25/08/2009,17,41,24,16,39,5,11,22,30,0,0,0.00,0.00,1,0,135638.65,135638.65,73,11,279257.85,3825.45,470,68,143608.50,305.55,4043,649,167582.35,41.45,86965,12424,1913230.00,22.00,156724,22603,2147118.80,13.70
809,18/08/2009,19,41,20,34,36,24,16,28,44,0,0,0.00,0.00,2,0,87519.90,43759.95,38,7,180188.40,4741.80,243,33,92668.05,381.35,2081,330,108107.95,51.95,51424,7895,1236747.20,24.05,97232,14871,1385556.00,14.25
808,11/08/2009,43,8,6,17,40,29,41,4,9,0,0,0.00,0.00,5,0,70614.25,14122.85,45,6,145381.50,3230.70,266,32,74772.60,281.10,1917,262,87223.50,45.50,45276,6933,996072.00,22.00,82289,12359,1119130.40,13.60
807,04/08/2009,22,39,25,2,13,42,11,41,12,1,0,20000000.00,20000000.00,6,3,199018.50,33169.75,127,16,409746.45,3226.35,650,98,210730.00,324.20,6165,855,245983.50,39.90,133357,17660,2807164.85,21.05,229938,30525,3150150.60,13.70
806,28/07/2009,35,11,43,15,3,10,6,29,13,0,0,0.00,0.00,6,0,124614.30,20769.05,57,10,256559.85,4501.05,466,66,131947.90,283.15,3647,553,153903.40,42.20,87305,13577,1759195.75,20.15,167655,27165,1969946.25,11.75
805,21/07/2009,44,1,7,34,16,12,4,43,6,0,0,0.00,0.00,6,3,99646.50,16607.75,41,6,205153.75,5003.75,372,55,105499.20,283.60,2906,438,123069.10,42.35,69154,11147,1407283.90,20.35,119336,19601,1575235.20,13.20
804,14/07/2009,33,19,9,34,8,27,2,18,40,0,0,0.00,0.00,3,0,78173.40,26057.80,26,4,160945.20,6190.20,287,44,82770.80,288.40,2473,406,96570.65,39.05,54052,8000,1102660.80,20.40,94231,14016,1239137.65,13.15
803,07/07/2009,8,35,31,1,34,26,44,42,19,0,0,0.00,0.00,1,1,71363.75,71363.75,22,6,146924.80,6678.40,213,37,75561.75,354.75,1773,257,88118.10,49.70,42402,6421,1007047.50,23.75,79973,11848,1127619.30,14.10
802,30/06/2009,12,3,38,21,23,29,40,43,22,2,0,106549984.76,53274992.38,60,6,2008095.00,33468.25,1114,105,4134332.50,3711.25,6809,863,2126110.25,312.25,61933,7960,2480416.65,40.05,1384849,178071,28320162.05,20.45,2409347,316925,31803380.40,13.20
801,23/06/2009,31,23,40,9,15,21,18,3,19,0,0,0.00,0.00,32,2,844043.20,26376.35,469,34,1737738.80,3705.20,2940,352,893760.00,304.00,25420,3264,1042220.00,41.00,570678,71444,11927170.20,20.90,1034164,128230,13340715.60,12.90
800,16/06/2009,29,24,7,32,41,1,22,36,17,0,0,0.00,0.00,11,0,529840.30,48167.30,251,29,1090846.00,4346.00,1729,221,560974.05,324.45,14864,1998,654759.20,44.05,342217,46560,7477441.45,21.85,625937,86118,8387555.80,13.40
799,09/06/2009,19,44,34,28,30,40,3,27,16,0,0,0.00,0.00,8,2,357258.40,44657.30,198,23,735530.40,3714.80,1163,158,378265.75,325.25,10974,1437,441154.80,40.20,241906,33599,5043740.10,20.85,418711,59592,5652598.50,13.50
798,02/06/2009,3,45,32,43,22,20,33,6,34,0,0,0.00,0.00,6,1,263978.70,43996.45,144,8,543484.80,3774.20,894,96,279509.10,312.65,7789,924,325969.65,41.85,169789,20986,3726868.55,21.95,301363,36750,4173877.55,13.85
797,26/05/2009,19,5,20,41,44,18,43,40,39,0,0,0.00,0.00,4,0,183200.00,45800.00,94,13,377175.00,4012.50,561,70,193965.75,345.75,4977,650,226204.65,45.45,114590,14371,2584004.50,22.55,209070,26171,2895619.50,13.85
796,19/05/2009,11,22,18,17,25,21,12,28,35,0,0,0.00,0.00,1,0,131606.55,131606.55,85,14,270954.50,3187.70,523,65,139353.35,266.45,4403,505,162470.70,36.90,96550,11865,1858587.50,19.25,171371,21533,2082157.65,12.15
795,12/05/2009,7,2,32,25,28,40,35,16,21,0,0,0.00,0.00,2,0,78575.60,39287.80,35,3,161773.50,4622.10,320,39,83200.00,260.00,2112,296,97046.40,45.95,51403,7453,1110304.80,21.60,97362,14154,1241365.50,12.75
794,05/05/2009,12,31,6,42,24,10,20,11,26,0,0,0.00,0.00,2,1,72269.10,36134.55,45,8,148790.25,3306.45,292,30,76518.60,262.05,2247,379,89318.25,39.75,50108,7688,1019697.80,20.35,90088,14152,1144117.60,12.70
793,28/04/2009,24,43,21,25,1,13,36,33,6,0,0,0.00,0.00,3,1,58820.85,19606.95,36,9,121102.20,3363.95,185,22,62280.25,336.65,1641,271,72696.30,44.30,37223,5622,830072.90,22.30,68346,10107,929505.60,13.60
792,21/04/2009,43,21,22,18,16,20,32,40,9,1,0,10000000.00,10000000.00,1,1,144449.10,144449.10,59,9,297395.40,5040.60,394,59,152950.80,388.20,3806,493,178501.40,46.90,90590,11345,2038275.00,22.50,161595,20410,2286569.25,14.15
791,14/04/2009,33,11,27,20,5,28,1,38,34,0,0,0.00,0.00,1,0,82468.70,82468.70,46,4,169788.30,3691.05,261,33,87317.55,334.55,2692,361,101892.20,37.85,62134,8866,1165012.50,18.75,96977,14289,1304340.65,13.45
790,07/04/2009,12,26,13,7,35,21,41,6,25,0,0,0.00,0.00,1,0,71367.40,71367.40,44,3,146933.60,3339.40,276,39,75568.80,273.80,2290,348,88165.00,38.50,50799,7868,1008360.15,19.85,88357,13416,1130969.60,12.80
789,31/03/2009,5,13,44,8,41,15,35,3,17,0,0,0.00,0.00,2,0,56923.10,28461.55,28,3,117194.00,4185.50,191,26,60270.05,315.55,1487,216,70335.10,47.30,36780,5421,803643.00,21.85,72875,11007,900006.25,12.35
788,24/03/2009,37,4,16,27,17,33,35,20,10,1,0,7000000.00,7000000.00,4,1,77025.60,19256.40,62,4,158583.60,2557.80,269,45,81560.80,303.20,2358,302,95145.30,40.35,52524,8056,1087246.80,20.70,88613,13717,1218428.75,13.75
787,17/03/2009,32,6,16,23,27,25,37,40,26,0,0,0.00,0.00,3,1,65706.15,21902.05,32,4,135276.80,4227.40,183,21,69567.45,380.15,1995,304,81196.50,40.70,43931,6614,926944.10,21.10,74561,11110,1040125.95,13.95
786,10/03/2009,24,38,29,16,14,13,28,26,9,0,0,0.00,0.00,2,0,58904.80,29452.40,27,6,121274.55,4491.65,199,26,62366.60,313.40,1625,245,72800.00,44.80,39177,5848,832511.25,21.25,73128,11099,932382.00,12.75
785,03/03/2009,8,29,11,33,3,35,26,6,12,1,0,2000000.00,2000000.00,1,0,63393.40,63393.40,46,4,130515.80,2837.30,247,38,67122.25,271.75,2264,299,78334.40,34.60,48851,6760,893973.30,18.30,84826,11659,1005188.10,11.85
784,24/02/2009,41,13,30,2,45,28,34,3,9,1,1,4000000.00,4000000.00,3,1,75511.05,25170.35,59,16,155465.00,2635.00,238,69,79956.10,335.95,2216,402,93293.60,42.10,47794,7720,1065806.20,22.30,87274,13790,1195653.80,13.70
783,17/02/2009,2,20,4,23,45,41,30,35,6,0,0,0.00,0.00,2,1,65116.20,32558.10,28,8,134062.60,4787.95,220,28,68948.00,313.40,1697,261,80437.80,47.40,41031,5953,919094.40,22.40,76710,11052,1031749.50,13.45
782,10/02/2009,5,1,16,23,29,18,44,33,38,2,1,40000000.00,20000000.00,38,16,483975.60,12736.20,298,40,996422.60,3343.70,1943,334,512466.25,263.75,14838,1767,597971.40,40.30,332405,42353,6830922.75,20.55,570338,74628,7671046.10,13.45
781,03/02/2009,8,24,32,5,35,7,17,12,42,0,0,0.00,0.00,10,6,344477.00,34447.70,201,29,709218.45,3528.45,1149,143,364750.05,317.45,10343,1275,425614.45,41.15,237245,29440,4863522.50,20.50,419453,52973,5452889.00,13.00
780,27/01/2009,45,3,21,28,24,34,31,12,42,0,0,0.00,0.00,9,0,221498.10,24610.90,133,10,456023.75,3428.75,835,115,234509.75,280.85,6497,830,273523.70,42.10,145974,18782,3123843.60,21.40,263192,34747,3500453.60,13.30
779,20/01/2009,15,45,23,8,37,27,35,22,16,0,0,0.00,0.00,9,2,162798.75,18088.75,96,14,335174.40,3491.40,585,75,172370.25,294.65,5279,686,201129.90,38.10,114880,16250,2297600.00,20.00,193093,27412,2577791.55,13.35
778,13/01/2009,3,38,16,40,41,43,1,9,33,0,0,0.00,0.00,5,0,128462.75,25692.55,61,9,264480.75,4335.75,395,57,136018.25,344.35,3243,445,158744.85,48.95,79716,11020,1813539.00,22.75,144780,19249,2034159.00,14.05
777,06/01/2009,45,32,27,10,30,37,5,44,35,0,0,0.00,0.00,3,0,89272.35,29757.45,68,5,183797.20,2702.90,296,47,94527.60,319.35,2885,443,110207.00,38.20,60871,9816,1260029.70,20.70,105973,17058,1414739.55,13.35
776,30/12/2008,4,9,19,21,17,10,28,2,12,0,0,0.00,0.00,6,2,65824.20,10970.70,64,11,135520.00,2117.50,372,51,69694.20,187.35,2569,341,81308.85,31.65,54434,7678,928099.70,17.05,94930,13489,1039483.50,10.95
775,23/12/2008,28,5,39,31,45,33,35,32,9,0,0,0.00,0.00,1,1,62989.30,62989.30,31,6,129683.85,4183.35,185,33,66692.50,360.50,1738,288,77775.50,44.75,40113,6430,888502.95,22.15,70458,11300,996980.70,14.15
774,16/12/2008,18,2,40,30,20,31,27,11,35,0,0,0.00,0.00,2,1,58705.10,29352.55,33,9,120864.15,3662.55,240,50,62160.00,259.00,1664,259,72550.40,43.60,39824,5941,828339.20,20.80,74356,11333,929450.00,12.50
773,09/12/2008,1,17,7,24,26,12,34,33,13,1,0,6000000.00,6000000.00,2,0,71323.80,35661.90,54,5,146842.20,2719.30,246,32,75522.00,307.00,2269,331,88150.65,38.85,50291,7908,1005820.00,20.00,88981,14082,1130058.70,12.70
772,02/12/2008,18,36,7,40,30,9,12,11,39,0,0,0.00,0.00,3,1,65580.75,21860.25,45,9,135020.25,3000.45,231,33,69438.60,300.60,2246,314,80968.30,36.05,48457,7283,925528.70,19.10,81992,12549,1037198.80,12.65
771,25/11/2008,14,5,19,27,29,30,35,20,37,0,0,0.00,0.00,2,0,62590.30,31295.15,50,6,128862.50,2577.25,232,46,66270.80,285.65,2230,345,77269.50,34.65,48616,7573,884811.20,18.20,82688,12486,992256.00,12.00
770,18/11/2008,5,30,2,19,37,11,28,14,13,1,0,2000000.00,2000000.00,2,2,63700.10,31850.05,50,10,131147.50,2622.95,308,50,67452.00,219.00,2343,395,78724.80,33.60,51010,7729,900326.50,17.65,88783,13882,1007687.05,11.35
769,11/11/2008,43,12,5,34,19,15,2,32,3,1,1,21899107.07,21899107.07,8,3,225350.80,28168.85,119,14,463957.20,3898.80,749,103,238593.95,318.55,7111,1017,278395.65,39.15,153300,21462,3180975.00,20.75,268597,38032,3572340.10,13.30
768,04/11/2008,29,5,23,34,35,21,42,13,4,0,0,0.00,0.00,4,1,153460.80,38365.20,72,12,315950.40,4388.20,482,73,162482.20,337.10,4544,742,189484.80,41.70,98561,16379,2168342.00,22.00,188650,36716,2424152.50,12.85
767,28/10/2008,20,27,12,2,37,16,11,29,5,0,0,0.00,0.00,3,2,127108.20,42369.40,75,12,261693.75,3489.25,481,96,134583.80,279.80,3960,583,157014.00,39.65,90520,13387,1792296.00,19.80,167509,24690,2010108.00,12.00
766,21/10/2008,11,21,1,27,43,45,13,23,35,0,0,0.00,0.00,3,0,115833.30,38611.10,103,14,238481.05,2315.35,506,74,122654.40,242.40,4290,605,143071.50,33.35,90260,12667,1633706.00,18.10,149852,21473,1835687.00,12.25
765,14/10/2008,17,2,6,26,11,22,45,24,20,0,0,0.00,0.00,3,0,93206.85,31068.95,67,9,191898.05,2864.15,333,55,98684.55,296.35,3381,547,115123.05,34.05,68483,10440,1314873.60,19.20,114186,17689,1472999.40,12.90
764,07/10/2008,8,10,15,17,39,40,14,11,22,0,0,0.00,0.00,2,0,79915.60,39957.80,45,2,164531.25,3656.25,254,48,84620.10,333.15,2058,297,98681.10,47.95,50183,7195,1129117.50,22.50,96974,13598,1265510.70,13.05
763,30/09/2008,42,36,12,1,6,29,15,26,10,0,0,0.00,0.00,0,0,0.00,0.00,36,3,218509.20,6069.70,271,39,75636.10,279.10,2195,325,88239.00,40.20,48611,6759,1008678.25,20.75,86543,12008,1129386.15,13.05
762,23/09/2008,1,37,43,45,34,19,9,25,28,0,0,0.00,0.00,1,0,64464.85,64464.85,37,10,132720.85,3587.05,329,57,68251.05,207.45,1818,302,79628.40,43.80,43051,6469,910528.65,21.15,78577,11568,1021501.00,13.00
761,16/09/2008,3,1,24,22,26,44,19,45,41,1,1,15000000.00,15000000.00,1,1,175174.50,175174.50,108,13,360655.20,3339.40,568,68,185480.40,326.55,5276,700,216316.00,41.00,121701,16929,2470530.30,20.30,199953,28010,2769349.05,13.85
760,09/09/2008,28,41,36,31,15,39,42,8,9,0,0,0.00,0.00,2,0,132244.60,66122.30,65,12,272268.75,4188.75,352,58,140025.60,397.80,3719,500,163450.05,43.95,82693,10848,1868861.80,22.60,147256,19321,2091035.20,14.20
759,02/09/2008,15,39,28,25,17,10,31,19,30,0,0,0.00,0.00,5,0,89276.50,17855.30,48,7,183804.00,3829.25,299,50,94528.85,316.15,2570,395,110253.00,42.90,58179,8965,1259575.35,21.65,110014,16820,1413679.90,12.85
758,26/08/2008,23,27,43,25,37,45,13,44,18,0,0,0.00,0.00,4,0,70365.00,17591.25,58,4,144869.50,2497.75,325,27,74506.25,229.25,2793,402,86862.30,31.10,53078,8008,992558.60,18.70,83497,12268,1114684.95,13.35
757,19/08/2008,17,9,42,5,10,43,25,11,4,0,0,0.00,0.00,1,0,63621.65,63621.65,32,4,130985.60,4093.30,208,21,67360.80,323.85,1654,224,78565.00,47.50,40178,6132,897978.30,22.35,77314,11496,1005082.00,13.00
756,12/08/2008,27,42,25,7,45,30,19,13,24,0,0,0.00,0.00,1,0,63366.10,63366.10,39,5,130458.90,3345.10,265,29,67098.00,253.20,1947,302,78269.40,40.20,44080,6859,894824.00,20.30,84436,12835,1000566.60,11.85
755,05/08/2008,11,44,29,34,17,33,45,40,7,1,1,4000000.00,4000000.00,6,3,72702.90,12117.15,47,10,149683.25,3184.75,257,29,76984.35,299.55,2165,326,89847.50,41.50,47549,7309,1027058.40,21.60,90179,13146,1149782.25,12.75
754,29/07/2008,37,20,18,8,35,11,31,21,42,0,0,0.00,0.00,2,0,68463.80,34231.90,36,3,140954.40,3915.40,249,42,72496.35,291.15,2087,296,84523.50,40.50,46991,6676,965665.05,20.55,82511,12242,1085019.65,13.15
753,22/07/2008,40,33,5,44,16,17,3,31,7,4,2,52741092.08,13185273.02,23,4,606473.20,26368.40,365,42,1248628.50,3420.90,2213,275,642101.95,290.15,18315,2199,749083.50,40.90,406711,50444,8561266.55,21.05,728648,87601,9581721.20,13.15
752,15/07/2008,28,5,4,1,12,44,15,2,38,0,0,0.00,0.00,12,2,365234.40,30436.20,215,20,751951.75,3497.45,1350,136,386707.50,286.45,12454,1433,451457.50,36.25,259463,30448,5150340.55,19.85,450081,54382,5783540.85,12.85
751,08/07/2008,35,4,22,18,31,30,10,3,45,0,0,29860312.31,0.00,8,1,256380.40,32047.55,145,16,527843.50,3640.30,793,114,271443.90,342.30,7695,922,316649.25,41.15,173460,22260,3616641.00,20.85,300912,39613,4062312.00,13.50
750,01/07/2008,38,24,43,35,14,20,28,21,8,0,0,0,0,4,0,213315.6,53328.9,121,22,439181.6,3629.6,725,100,225873.75,311.55,6281,915,263487.95,41.95,140042,20109,3010903,21.5,261804,37177,3377271.6,12.9
749,24/06/2008,9,45,39,31,30,14,16,41,22,0,0,0,0,5,0,186563.5,37312.7,64,6,384102.4,6001.6,513,72,197530.65,385.05,4919,741,230455.15,46.85,115141,16703,2630971.85,22.85,205390,29726,2947346.5,14.35
748,17/06/2008,10,34,7,27,35,25,40,42,8,0,0,0,0,4,0,148559.8,37139.95,79,17,305860.35,3871.65,472,67,157294,333.25,4297,586,183481.9,42.7,98207,14126,2096719.45,21.35,172467,25593,2354174.55,13.65
747,10/06/2008,40,7,15,34,35,29,14,3,38,0,0,0,0,4,0,120097,30024.25,70,10,247257.5,3532.25,360,61,127170,353.25,3368,529,148360.4,44.05,76356,12271,1695103.2,22.2,139851,22466,1901973.6,13.6
746,03/06/2008,33,39,16,17,7,3,28,43,10,0,0,0.00,0.00,2,0,84471.20,42235.60,48,6,173911.20,3623.15,338,56,89434.80,264.60,2618,398,104327.30,39.85,59947,8921,1192945.30,19.90,103460,15751,1334634.00,12.90
745,27/05/2008,25,28,16,26,10,8,14,33,44,0,0,0,0,2,0,74078.5,37039.25,41,3,152513.85,3719.85,213,19,78437.25,368.25,2513,428,91473.2,36.4,54401,8676,1044499.2,19.2,83526,13987,1173540.3,14.05
744,20/05/2008,11,27,31,30,3,1,4,10,23,0,0,0,0,1,0,67294.4,67294.4,41,5,138547.2,3379.2,322,35,71258.6,221.3,2355,330,83131.5,35.3,52852,7471,951336,18,94339,13507,1066030.7,11.3
743,13/05/2008,27,24,16,25,32,17,13,20,5,0,0,0,0,0,0,0,0,37,3,188074.7,5083.1,257,35,65098.1,253.3,2153,309,76000.9,35.3,42801,6391,868860.3,20.3,77871,11420,973387.5,12.5
742,06/05/2008,40,29,22,17,18,7,8,43,11,0,0,0,0,4,1,56972.6,14243.15,32,4,117296,3665.5,266,33,60328.8,226.8,1830,288,70363.5,38.45,42901,6461,804393.75,18.75,80954,12185,902637.1,11.15
741,29/04/2008,11,6,16,2,23,13,40,15,3,2,0,47983885.88,23991942.94,21,3,628447.05,29926.05,386,44,1293852.7,3351.95,2178,283,665379,305.5,19251,2696,776777.85,40.35,432614,62081,8868587,20.5,780653,112378,9953325.75,12.75
740,22/04/2008,33,17,19,27,35,28,34,36,10,0,0,0,0,10,0,358446.5,35844.65,216,36,737974.8,3416.55,1220,158,379542,311.1,11255,1620,442884.25,39.35,238170,33064,5061112.5,21.25,425810,59549,5663273,13.3
739,15/04/2008,33,34,30,14,24,12,6,35,32,0,0,0,0,3,1,248184.15,82728.05,126,28,510967.8,4055.3,716,124,262772,367,7113,1054,306570.3,43.1,160630,23369,3501734,21.8,277550,41244,3927332.5,14.15
738,08/04/2008,5,9,38,30,14,16,13,39,12,0,0,0,0,1,0,188992.1,188992.1,86,13,389102.7,4524.45,607,71,200097.55,329.65,5652,809,233427.6,41.3,124853,17674,2665611.55,21.35,221009,30402,2994671.95,13.55
737,01/04/2008,3,15,18,40,28,13,14,42,12,0,0,0,0,4,0,148123.4,37030.85,76,18,304961.4,4012.65,441,62,156841.65,355.65,4443,620,183051.6,41.2,102252,14198,2091053.4,20.45,177528,25302,2343369.6,13.2
736,25/03/2008,17,26,28,25,33,42,24,44,40,0,0,0,0,3,1,119292.9,39764.3,47,10,245603.2,5225.6,394,57,126316.4,320.6,3234,417,147308.7,45.55,77387,10745,1683167.25,21.75,130812,18345,1890233.4,14.45
735,18/03/2008,15,45,39,7,11,25,38,32,26,0,0,0,0,3,1,103984.35,34661.45,61,5,214085.6,3509.6,338,55,110103.5,325.75,3212,423,128480,40,72707,9286,1468681.4,20.2,121213,16318,1642436.15,13.55
